Country,Region,Year,pm2.5
France,Europe (HIC),2013,13
France,Europe (HIC),2014,10
France,Europe (HIC),2015,9
France,Europe (HIC),2016,9
France,Europe (HIC),2014,11
France,Europe (HIC),2015,10
France,Europe (HIC),2016,10
France,Europe (HIC),2014,14
France,Europe (HIC),2014,10
France,Europe (HIC),2015,11
France,Europe (HIC),2013,8
France,Europe (HIC),2014,6
France,Europe (HIC),2015,9
France,Europe (HIC),2016,8
France,Europe (HIC),2013,17
France,Europe (HIC),2014,14
France,Europe (HIC),2015,13
France,Europe (HIC),2016,12
France,Europe (HIC),2013,12
France,Europe (HIC),2015,11
France,Europe (HIC),2016,9
France,Europe (HIC),2014,4
France,Europe (HIC),2014,10
France,Europe (HIC),2013,14
France,Europe (HIC),2015,15
France,Europe (HIC),2016,14
France,Europe (HIC),2013,13
France,Europe (HIC),2014,11
France,Europe (HIC),2016,9
France,Europe (HIC),2013,15
France,Europe (HIC),2014,12
France,Europe (HIC),2015,12
France,Europe (HIC),2016,13
France,Europe (HIC),2013,13
France,Europe (HIC),2015,15
France,Europe (HIC),2016,11
France,Europe (HIC),2013,13
France,Europe (HIC),2014,11
France,Europe (HIC),2015,11
France,Europe (HIC),2016,12
France,Europe (HIC),2014,11
France,Europe (HIC),2013,16
France,Europe (HIC),2014,13
France,Europe (HIC),2015,13
France,Europe (HIC),2016,12
France,Europe (HIC),2014,12
France,Europe (HIC),2015,13
France,Europe (HIC),2016,12
France,Europe (HIC),2015,8
France,Europe (HIC),2016,9
France,Europe (HIC),2013,13
France,Europe (HIC),2014,9
France,Europe (HIC),2015,10
France,Europe (HIC),2016,10
France,Europe (HIC),2014,7
France,Europe (HIC),2015,6
France,Europe (HIC),2016,5
France,Europe (HIC),2015,13
France,Europe (HIC),2016,13
France,Europe (HIC),2015,7
France,Europe (HIC),2016,7
France,Europe (HIC),2013,4
France,Europe (HIC),2014,6
France,Europe (HIC),2015,3
France,Europe (HIC),2016,6
France,Europe (HIC),2013,15
France,Europe (HIC),2014,13
France,Europe (HIC),2015,14
France,Europe (HIC),2016,12
France,Europe (HIC),2013,17
France,Europe (HIC),2014,13
France,Europe (HIC),2015,14
France,Europe (HIC),2016,13
France,Europe (HIC),2013,19
France,Europe (HIC),2014,16
France,Europe (HIC),2015,14
France,Europe (HIC),2016,14
France,Europe (HIC),2013,11
France,Europe (HIC),2014,12
France,Europe (HIC),2015,13
France,Europe (HIC),2016,12
France,Europe (HIC),2015,10
France,Europe (HIC),2016,10
France,Europe (HIC),2013,15
France,Europe (HIC),2014,12
France,Europe (HIC),2015,15
France,Europe (HIC),2014,9
France,Europe (HIC),2013,19
France,Europe (HIC),2014,15
France,Europe (HIC),2015,15
France,Europe (HIC),2016,15
France,Europe (HIC),2015,15
France,Europe (HIC),2013,15
France,Europe (HIC),2014,14
France,Europe (HIC),2015,14
France,Europe (HIC),2016,14
France,Europe (HIC),2013,18
France,Europe (HIC),2014,10
France,Europe (HIC),2015,13
France,Europe (HIC),2016,13
France,Europe (HIC),2013,16
France,Europe (HIC),2014,13
France,Europe (HIC),2015,12
France,Europe (HIC),2016,13
France,Europe (HIC),2013,10
France,Europe (HIC),2014,9
France,Europe (HIC),2015,10
France,Europe (HIC),2016,8
France,Europe (HIC),2013,14
France,Europe (HIC),2015,15
France,Europe (HIC),2016,15
France,Europe (HIC),2013,19
France,Europe (HIC),2014,15
France,Europe (HIC),2015,19
France,Europe (HIC),2016,16
France,Europe (HIC),2013,14
France,Europe (HIC),2014,16
France,Europe (HIC),2015,13
France,Europe (HIC),2016,11
France,Europe (HIC),2013,12
France,Europe (HIC),2014,10
France,Europe (HIC),2015,12
France,Europe (HIC),2016,12
France,Europe (HIC),2013,18
France,Europe (HIC),2014,16
France,Europe (HIC),2015,17
France,Europe (HIC),2016,14
France,Europe (HIC),2013,14
France,Europe (HIC),2014,12
France,Europe (HIC),2015,14
France,Europe (HIC),2016,12
France,Europe (HIC),2014,12
France,Europe (HIC),2013,13
France,Europe (HIC),2014,12
France,Europe (HIC),2015,13
France,Europe (HIC),2016,11
France,Europe (HIC),2013,16
France,Europe (HIC),2014,10
France,Europe (HIC),2015,16
France,Europe (HIC),2016,14
France,Europe (HIC),2013,17
France,Europe (HIC),2014,15
France,Europe (HIC),2015,14
France,Europe (HIC),2016,14
France,Europe (HIC),2013,13
France,Europe (HIC),2014,16
France,Europe (HIC),2015,18
France,Europe (HIC),2016,17
France,Europe (HIC),2013,14
France,Europe (HIC),2014,12
France,Europe (HIC),2015,13
France,Europe (HIC),2016,11
France,Europe (HIC),2013,18
France,Europe (HIC),2014,16
France,Europe (HIC),2015,16
France,Europe (HIC),2016,15
France,Europe (HIC),2013,15
France,Europe (HIC),2014,11
France,Europe (HIC),2015,11
France,Europe (HIC),2016,11
France,Europe (HIC),2013,17
France,Europe (HIC),2015,14
France,Europe (HIC),2016,14
France,Europe (HIC),2013,15
France,Europe (HIC),2015,14
France,Europe (HIC),2013,11
France,Europe (HIC),2014,10
France,Europe (HIC),2015,10
France,Europe (HIC),2016,8
France,Europe (HIC),2015,11
France,Europe (HIC),2016,11
France,Europe (HIC),2013,17
France,Europe (HIC),2014,14
France,Europe (HIC),2015,17
France,Europe (HIC),2016,13
France,Europe (HIC),2013,20
France,Europe (HIC),2014,15
France,Europe (HIC),2015,14
France,Europe (HIC),2016,15
France,Europe (HIC),2014,3
France,Europe (HIC),2015,7
France,Europe (HIC),2016,9
France,Europe (HIC),2013,16
France,Europe (HIC),2014,13
France,Europe (HIC),2015,14
France,Europe (HIC),2016,13
France,Europe (HIC),2013,7
France,Europe (HIC),2014,8
France,Europe (HIC),2015,8
France,Europe (HIC),2016,6
France,Europe (HIC),2013,17
France,Europe (HIC),2014,11
France,Europe (HIC),2015,17
France,Europe (HIC),2016,14
France,Europe (HIC),2013,12
France,Europe (HIC),2014,9
France,Europe (HIC),2015,12
France,Europe (HIC),2016,8
France,Europe (HIC),2013,10
France,Europe (HIC),2014,9
France,Europe (HIC),2015,10
France,Europe (HIC),2016,10
France,Europe (HIC),2013,20
France,Europe (HIC),2014,10
France,Europe (HIC),2015,16
France,Europe (HIC),2016,14
France,Europe (HIC),2013,13
France,Europe (HIC),2014,10
France,Europe (HIC),2015,12
France,Europe (HIC),2016,11
France,Europe (HIC),2013,15
France,Europe (HIC),2014,10
France,Europe (HIC),2015,11
France,Europe (HIC),2013,14
France,Europe (HIC),2015,13
France,Europe (HIC),2016,12
France,Europe (HIC),2013,18
France,Europe (HIC),2014,12
France,Europe (HIC),2015,15
France,Europe (HIC),2016,13
France,Europe (HIC),2014,11
France,Europe (HIC),2013,17
France,Europe (HIC),2014,14
France,Europe (HIC),2015,18
France,Europe (HIC),2016,17
France,Europe (HIC),2013,10
France,Europe (HIC),2014,8
France,Europe (HIC),2015,9
France,Europe (HIC),2016,8
France,Europe (HIC),2013,17
France,Europe (HIC),2014,11
France,Europe (HIC),2015,14
France,Europe (HIC),2016,13
France,Europe (HIC),2013,14
France,Europe (HIC),2015,12
France,Europe (HIC),2016,9
France,Europe (HIC),2013,15
France,Europe (HIC),2014,13
France,Europe (HIC),2015,14
France,Europe (HIC),2016,12
France,Europe (HIC),2013,8
France,Europe (HIC),2013,15
France,Europe (HIC),2014,12
France,Europe (HIC),2015,12
France,Europe (HIC),2016,13
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2016,5
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,9
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2015,7
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,8
United Kingdom,Europe (HIC),2015,7
United Kingdom,Europe (HIC),2016,7
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,9
United Kingdom,Europe (HIC),2016,9
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,10
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,9
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2015,6
United Kingdom,Europe (HIC),2016,7
United Kingdom,Europe (HIC),2013,8
United Kingdom,Europe (HIC),2014,5
United Kingdom,Europe (HIC),2015,5
United Kingdom,Europe (HIC),2016,4
United Kingdom,Europe (HIC),2013,16
United Kingdom,Europe (HIC),2014,16
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,16
United Kingdom,Europe (HIC),2014,7
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,8
United Kingdom,Europe (HIC),2015,7
United Kingdom,Europe (HIC),2016,6
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,10
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,6
United Kingdom,Europe (HIC),2014,6
United Kingdom,Europe (HIC),2015,5
United Kingdom,Europe (HIC),2016,5
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,13
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2014,9
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,10
United Kingdom,Europe (HIC),2014,8
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,8
United Kingdom,Europe (HIC),2015,7
United Kingdom,Europe (HIC),2016,7
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2013,4
United Kingdom,Europe (HIC),2014,6
United Kingdom,Europe (HIC),2015,3
United Kingdom,Europe (HIC),2016,3
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,17
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,9
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,9
United Kingdom,Europe (HIC),2016,9
United Kingdom,Europe (HIC),2013,16
United Kingdom,Europe (HIC),2014,15
United Kingdom,Europe (HIC),2015,9
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2014,15
United Kingdom,Europe (HIC),2015,14
United Kingdom,Europe (HIC),2016,7
United Kingdom,Europe (HIC),2017,6
United Kingdom,Europe (HIC),2014,12
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,15
United Kingdom,Europe (HIC),2014,15
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2013,11
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,10
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,9
United Kingdom,Europe (HIC),2016,10
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,10
United Kingdom,Europe (HIC),2016,13
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2016,9
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,9
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,12
United Kingdom,Europe (HIC),2016,12
United Kingdom,Europe (HIC),2013,17
United Kingdom,Europe (HIC),2014,11
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,13
United Kingdom,Europe (HIC),2013,9
United Kingdom,Europe (HIC),2014,10
United Kingdom,Europe (HIC),2015,7
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,13
United Kingdom,Europe (HIC),2016,13
United Kingdom,Europe (HIC),2013,14
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,11
United Kingdom,Europe (HIC),2013,13
United Kingdom,Europe (HIC),2014,14
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2013,10
United Kingdom,Europe (HIC),2014,9
United Kingdom,Europe (HIC),2015,8
United Kingdom,Europe (HIC),2016,8
United Kingdom,Europe (HIC),2013,12
United Kingdom,Europe (HIC),2014,13
United Kingdom,Europe (HIC),2015,11
United Kingdom,Europe (HIC),2016,11
Georgia,Europe (LMIC),2014,15
Georgia,Europe (LMIC),2015,24
Georgia,Europe (LMIC),2017,21
Greece,Europe (HIC),2013,10
Greece,Europe (HIC),2016,16
Greece,Europe (HIC),2013,13
Greece,Europe (HIC),2013,22
Greece,Europe (HIC),2014,19
Greece,Europe (HIC),2015,23
Greece,Europe (HIC),2016,20
Greece,Europe (HIC),2013,10
Greece,Europe (HIC),2016,21
Greece,Europe (HIC),2016,21
Greece,Europe (HIC),2014,17
Greece,Europe (HIC),2015,21
Greece,Europe (HIC),2016,17
Greece,Europe (HIC),2013,21
Greece,Europe (HIC),2014,18
Greece,Europe (HIC),2016,15
Greece,Europe (HIC),2013,14
Greece,Europe (HIC),2013,23
Greece,Europe (HIC),2014,17
Greece,Europe (HIC),2015,16
Greece,Europe (HIC),2016,17
Greece,Europe (HIC),2013,16
Greece,Europe (HIC),2013,19
Greece,Europe (HIC),2015,18
Greece,Europe (HIC),2016,18
Greece,Europe (HIC),2016,17
Greece,Europe (HIC),2013,22
Greece,Europe (HIC),2014,22
Greece,Europe (HIC),2015,22
Greece,Europe (HIC),2016,22
Greece,Europe (HIC),2016,19
Greece,Europe (HIC),2013,20
Greece,Europe (HIC),2014,19
Greece,Europe (HIC),2015,21
Greece,Europe (HIC),2016,20
Greece,Europe (HIC),2013,15
Greece,Europe (HIC),2013,12
Greece,Europe (HIC),2015,12
Greece,Europe (HIC),2016,18
Greece,Europe (HIC),2015,11
Greece,Europe (HIC),2016,13
Greece,Europe (HIC),2013,18
Greece,Europe (HIC),2014,17
Greece,Europe (HIC),2013,10
Greece,Europe (HIC),2014,12
Greece,Europe (HIC),2015,12
Greece,Europe (HIC),2016,12
Guatemala,Americas (LMIC),2013,41
Guatemala,Americas (LMIC),2011,41
Guatemala,Americas (LMIC),2012,30
Guatemala,Americas (LMIC),2013,37
Guatemala,Americas (LMIC),2014,35
Honduras,Americas (LMIC),2014,27
Honduras,Americas (LMIC),2015,20
Honduras,Americas (LMIC),2016,25
Croatia,Europe (LMIC),2015,8
Croatia,Europe (LMIC),2016,9
Croatia,Europe (LMIC),2015,14
Croatia,Europe (LMIC),2014,8
Croatia,Europe (LMIC),2015,9
Croatia,Europe (LMIC),2016,8
Croatia,Europe (LMIC),2013,21
Croatia,Europe (LMIC),2014,22
Croatia,Europe (LMIC),2015,29
Croatia,Europe (LMIC),2016,29
Croatia,Europe (LMIC),2014,14
Croatia,Europe (LMIC),2015,17
Croatia,Europe (LMIC),2016,17
Croatia,Europe (LMIC),2013,22
Croatia,Europe (LMIC),2014,26
Croatia,Europe (LMIC),2015,25
Croatia,Europe (LMIC),2016,26
Croatia,Europe (LMIC),2013,12
Croatia,Europe (LMIC),2014,10
Croatia,Europe (LMIC),2015,12
Croatia,Europe (LMIC),2016,10
Croatia,Europe (LMIC),2013,24
Croatia,Europe (LMIC),2014,19
Croatia,Europe (LMIC),2016,25
Croatia,Europe (LMIC),2013,24
Croatia,Europe (LMIC),2014,33
Croatia,Europe (LMIC),2016,41
Croatia,Europe (LMIC),2015,11
Croatia,Europe (LMIC),2016,10
Croatia,Europe (LMIC),2015,9
Croatia,Europe (LMIC),2016,10
Croatia,Europe (LMIC),2016,30
Croatia,Europe (LMIC),2013,22
Croatia,Europe (LMIC),2014,19
Croatia,Europe (LMIC),2015,21
Croatia,Europe (LMIC),2016,21
Hungary,Europe (HIC),2013,14
Hungary,Europe (HIC),2014,13
Hungary,Europe (HIC),2015,17
Hungary,Europe (HIC),2016,15
Hungary,Europe (HIC),2013,20
Hungary,Europe (HIC),2014,21
Hungary,Europe (HIC),2015,21
Hungary,Europe (HIC),2016,19
Hungary,Europe (HIC),2013,18
Hungary,Europe (HIC),2014,18
Hungary,Europe (HIC),2015,18
Hungary,Europe (HIC),2016,16
Hungary,Europe (HIC),2013,18
Hungary,Europe (HIC),2014,19
Hungary,Europe (HIC),2015,19
Hungary,Europe (HIC),2016,16
Hungary,Europe (HIC),2013,17
Hungary,Europe (HIC),2014,12
Hungary,Europe (HIC),2015,16
Hungary,Europe (HIC),2016,13
Hungary,Europe (HIC),2013,16
Hungary,Europe (HIC),2014,15
Hungary,Europe (HIC),2015,16
Hungary,Europe (HIC),2016,10
Hungary,Europe (HIC),2013,15
Hungary,Europe (HIC),2015,15
Hungary,Europe (HIC),2016,15
Hungary,Europe (HIC),2013,21
Hungary,Europe (HIC),2014,21
Hungary,Europe (HIC),2015,20
Hungary,Europe (HIC),2016,20
Hungary,Europe (HIC),2013,15
Hungary,Europe (HIC),2016,12
Hungary,Europe (HIC),2013,24
Hungary,Europe (HIC),2014,23
Hungary,Europe (HIC),2015,23
Hungary,Europe (HIC),2016,20
Hungary,Europe (HIC),2013,22
Hungary,Europe (HIC),2014,21
Hungary,Europe (HIC),2015,20
Hungary,Europe (HIC),2016,19
Hungary,Europe (HIC),2013,23
Hungary,Europe (HIC),2014,19
Hungary,Europe (HIC),2015,19
Hungary,Europe (HIC),2016,21
Hungary,Europe (HIC),2013,24
Hungary,Europe (HIC),2015,23
Hungary,Europe (HIC),2016,24
Hungary,Europe (HIC),2013,13
Hungary,Europe (HIC),2014,13
Hungary,Europe (HIC),2015,12
Hungary,Europe (HIC),2016,9
Hungary,Europe (HIC),2013,16
Hungary,Europe (HIC),2014,15
Hungary,Europe (HIC),2015,15
Hungary,Europe (HIC),2016,13
Hungary,Europe (HIC),2013,15
Hungary,Europe (HIC),2015,18
Hungary,Europe (HIC),2016,17
Hungary,Europe (HIC),2013,18
Hungary,Europe (HIC),2014,16
Hungary,Europe (HIC),2015,18
Hungary,Europe (HIC),2016,18
Hungary,Europe (HIC),2013,18
Hungary,Europe (HIC),2014,16
Hungary,Europe (HIC),2015,17
Hungary,Europe (HIC),2016,15
Hungary,Europe (HIC),2013,12
Hungary,Europe (HIC),2014,11
Hungary,Europe (HIC),2015,15
Hungary,Europe (HIC),2016,12
Indonesia,South-East Asia (LMIC),2014,33
Indonesia,South-East Asia (LMIC),2016,45
India,South-East Asia (LMIC),2010,102
India,South-East Asia (LMIC),2011,89
India,South-East Asia (LMIC),2012,106
India,South-East Asia (LMIC),2013,96
India,South-East Asia (LMIC),2014,96
India,South-East Asia (LMIC),2015,115
India,South-East Asia (LMIC),2016,131
India,South-East Asia (LMIC),2015,65
India,South-East Asia (LMIC),2012,29
India,South-East Asia (LMIC),2015,24
India,South-East Asia (LMIC),2016,27
India,South-East Asia (LMIC),2012,74
India,South-East Asia (LMIC),2012,25
India,South-East Asia (LMIC),2012,170
India,South-East Asia (LMIC),2012,81
India,South-East Asia (LMIC),2012,54
India,South-East Asia (LMIC),2012,108
India,South-East Asia (LMIC),2012,57
India,South-East Asia (LMIC),2012,53
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,53
India,South-East Asia (LMIC),2012,44
India,South-East Asia (LMIC),2012,58
India,South-East Asia (LMIC),2013,54
India,South-East Asia (LMIC),2014,65
India,South-East Asia (LMIC),2015,37
India,South-East Asia (LMIC),2016,46
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,55
India,South-East Asia (LMIC),2012,93
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,24
India,South-East Asia (LMIC),2012,59
India,South-East Asia (LMIC),2015,43
India,South-East Asia (LMIC),2016,60
India,South-East Asia (LMIC),2015,51
India,South-East Asia (LMIC),2016,49
India,South-East Asia (LMIC),2012,21
India,South-East Asia (LMIC),2012,36
India,South-East Asia (LMIC),2012,36
India,South-East Asia (LMIC),2012,100
India,South-East Asia (LMIC),2010,141
India,South-East Asia (LMIC),2011,120
India,South-East Asia (LMIC),2013,119
India,South-East Asia (LMIC),2014,116
India,South-East Asia (LMIC),2015,123
India,South-East Asia (LMIC),2016,143
India,South-East Asia (LMIC),2012,40
India,South-East Asia (LMIC),2012,49
India,South-East Asia (LMIC),2012,95
India,South-East Asia (LMIC),2012,30
India,South-East Asia (LMIC),2012,48
India,South-East Asia (LMIC),2012,58
India,South-East Asia (LMIC),2015,77
India,South-East Asia (LMIC),2016,172
India,South-East Asia (LMIC),2012,113
India,South-East Asia (LMIC),2015,34
India,South-East Asia (LMIC),2016,40
India,South-East Asia (LMIC),2016,149
India,South-East Asia (LMIC),2012,108
India,South-East Asia (LMIC),2012,29
India,South-East Asia (LMIC),2012,40
India,South-East Asia (LMIC),2016,120
India,South-East Asia (LMIC),2010,59
India,South-East Asia (LMIC),2012,54
India,South-East Asia (LMIC),2013,83
India,South-East Asia (LMIC),2014,53
India,South-East Asia (LMIC),2015,54
India,South-East Asia (LMIC),2012,176
India,South-East Asia (LMIC),2012,19
India,South-East Asia (LMIC),2012,100
India,South-East Asia (LMIC),2014,44
India,South-East Asia (LMIC),2015,39
India,South-East Asia (LMIC),2016,44
India,South-East Asia (LMIC),2012,76
India,South-East Asia (LMIC),2015,41
India,South-East Asia (LMIC),2016,38
India,South-East Asia (LMIC),2016,105
India,South-East Asia (LMIC),2012,75
India,South-East Asia (LMIC),2012,73
India,South-East Asia (LMIC),2013,62
India,South-East Asia (LMIC),2012,64
India,South-East Asia (LMIC),2012,54
India,South-East Asia (LMIC),2012,59
India,South-East Asia (LMIC),2016,98
India,South-East Asia (LMIC),2012,31
India,South-East Asia (LMIC),2011,75
India,South-East Asia (LMIC),2015,108
India,South-East Asia (LMIC),2016,173
India,South-East Asia (LMIC),2012,114
India,South-East Asia (LMIC),2012,90
India,South-East Asia (LMIC),2012,38
India,South-East Asia (LMIC),2012,44
India,South-East Asia (LMIC),2012,59
India,South-East Asia (LMIC),2015,52
India,South-East Asia (LMIC),2016,74
India,South-East Asia (LMIC),2012,30
India,South-East Asia (LMIC),2012,43
India,South-East Asia (LMIC),2012,84
India,South-East Asia (LMIC),2012,34
India,South-East Asia (LMIC),2012,30
India,South-East Asia (LMIC),2012,30
India,South-East Asia (LMIC),2012,40
India,South-East Asia (LMIC),2015,108
India,South-East Asia (LMIC),2016,138
India,South-East Asia (LMIC),2012,122
India,South-East Asia (LMIC),2012,26
India,South-East Asia (LMIC),2012,29
India,South-East Asia (LMIC),2012,69
India,South-East Asia (LMIC),2015,66
India,South-East Asia (LMIC),2016,64
India,South-East Asia (LMIC),2015,197
India,South-East Asia (LMIC),2016,120
